temp,rain_1h,snow_1h,clouds_all,year,month,day,day_of_week,day_of_year,hour,minute,Clear,Clouds,Drizzle,Fog,Haze,Mist,Rain,Snow,Thunderstorm,traffic_volume
270.28,0.0,0.0,90,2018,1,11,3,11,4,0,False,False,False,False,False,False,False,True,False,855
289.75,0.0,0.0,90,2017,5,17,2,137,8,0,False,False,False,False,False,True,False,False,False,5822
282.02,0.0,0.0,1,2016,11,11,4,316,16,0,True,False,False,False,False,False,False,False,False,5664
284.52,0.25,0.0,92,2013,10,15,1,288,11,0,False,False,False,False,False,True,False,False,False,4773
307.02,0.0,0.0,75,2017,6,10,5,161,16,0,False,True,False,False,False,False,False,False,False,4231
294.86,0.0,0.0,40,2018,5,20,6,140,17,0,False,True,False,False,False,False,False,False,False,3768
287.53,0.0,0.0,90,2017,5,29,0,149,21,0,False,False,False,False,False,False,True,False,False,2286
302.09,0.0,0.0,0,2016,8,3,2,216,11,0,True,False,False,False,False,False,False,False,False,4122
256.01,0.0,0.0,1,2014,2,9,6,40,19,0,True,False,False,False,False,False,False,False,False,2674
275.72,0.0,0.0,75,2018,4,13,4,103,6,0,False,True,False,False,False,False,False,False,False,5426
270.18,0.0,0.0,90,2013,3,28,3,87,2,0,False,True,False,False,False,False,False,False,False,296
279.24,0.0,0.0,75,2014,3,21,4,80,13,0,False,True,False,False,False,False,False,False,False,4933
257.82,0.0,0.0,64,2013,12,23,0,357,1,0,False,False,False,False,False,False,False,True,False,362
251.14,0.0,0.0,1,2013,12,6,4,340,21,0,True,False,False,False,False,False,False,False,False,2821
296.86,0.0,0.0,90,2017,7,17,0,198,22,0,False,False,False,False,False,False,False,False,True,1709
288.11,0.0,0.0,76,2016,9,23,4,267,8,0,False,False,False,False,False,False,True,False,False,4934
270.0,0.0,0.0,90,2016,2,6,5,37,1,0,False,False,False,False,False,True,False,False,False,770
269.96,0.25,0.0,90,2014,4,4,4,94,5,0,False,False,False,False,False,False,True,False,False,2085
249.02,0.0,0.0,1,2014,1,27,0,27,20,0,True,False,False,False,False,False,False,False,False,1763
303.8,0.0,0.0,0,2016,8,10,2,223,13,0,True,False,False,False,False,False,False,False,False,4243
276.9,0.0,0.0,90,2014,3,9,6,68,22,0,False,True,False,False,False,False,False,False,False,4092
290.38,0.0,0.0,1,2015,7,19,6,200,7,0,True,False,False,False,False,False,False,False,False,1206
294.23,0.0,0.0,0,2013,8,18,6,230,10,0,True,False,False,False,False,False,False,False,False,3568
265.6,0.0,0.0,75,2012,12,29,5,364,18,0,False,False,False,False,False,False,False,True,False,4732
302.69,0.0,0.0,75,2015,7,17,4,198,15,0,False,True,False,False,False,False,False,False,False,5548
296.23,0.0,0.0,1,2018,5,6,6,126,20,0,True,False,False,False,False,False,False,False,False,2658
300.11,0.0,0.0,44,2013,8,19,0,231,17,0,False,True,False,False,False,False,False,False,False,5796
249.46,0.0,0.0,40,2013,1,22,1,22,7,0,False,True,False,False,False,False,False,False,False,6256
275.01,0.0,0.0,90,2016,4,5,1,96,10,0,False,False,False,False,False,False,True,False,False,4350
255.48,0.0,0.0,75,2014,2,15,5,46,4,0,False,True,False,False,False,False,False,False,False,349
267.39,0.0,0.0,40,2017,2,5,6,36,13,0,False,True,False,False,False,False,False,False,False,4341
276.7,0.0,0.0,90,2012,11,4,6,309,22,0,False,True,False,False,False,False,False,False,False,1451
267.42,0.0,0.0,20,2017,1,29,6,29,19,0,False,True,False,False,False,False,False,False,False,2906
290.22,0.0,0.0,90,2017,5,17,2,137,10,0,False,False,False,False,False,False,True,False,False,4517
296.43,0.0,0.0,40,2014,7,16,2,197,17,0,False,True,False,False,False,False,False,False,False,6483
288.28,0.0,0.0,1,2015,7,9,3,190,0,0,True,False,False,False,False,False,False,False,False,675
283.66,0.0,0.0,1,2015,9,13,6,256,0,0,True,False,False,False,False,False,False,False,False,1369
294.0,0.0,0.0,1,2018,8,13,0,225,7,0,True,False,False,False,False,False,False,False,False,6383
295.08,0.0,0.0,90,2017,7,26,2,207,9,0,False,False,False,False,False,False,True,False,False,5034
287.12,0.0,0.0,90,2013,5,22,2,142,17,0,False,False,False,False,False,False,True,False,False,6244
294.36,0.0,0.0,20,2018,6,16,5,167,10,0,False,False,False,False,False,False,True,False,False,3514
295.0,0.0,0.0,90,2017,8,15,1,227,20,0,False,True,False,False,False,False,False,False,False,3096
284.8,0.0,0.0,75,2016,5,1,6,122,11,0,False,True,False,False,False,False,False,False,False,4049
287.05,0.0,0.0,90,2014,5,12,0,132,12,0,False,False,False,False,False,False,True,False,False,4895
300.13,0.0,0.0,0,2013,7,23,1,204,18,0,True,False,False,False,False,False,False,False,False,4555
277.24,0.0,0.0,40,2012,12,2,6,337,19,0,False,False,False,False,False,True,False,False,False,2731
292.43,0.25,0.0,1,2018,9,3,0,246,0,0,False,False,False,False,False,False,True,False,False,962
282.94,0.0,0.0,40,2012,10,8,0,282,14,0,False,True,False,False,False,False,False,False,False,5125
277.05,0.0,0.0,40,2016,4,6,2,97,9,0,False,True,False,False,False,False,False,False,False,5387
287.65,0.0,0.0,1,2017,5,9,1,129,11,0,True,False,False,False,False,False,False,False,False,4695
292.22,0.0,0.0,40,2017,9,9,5,252,22,0,False,True,False,False,False,False,False,False,False,2458
294.37,0.0,0.0,75,2017,7,20,3,201,9,0,False,False,False,False,False,True,False,False,False,5051
296.36,0.0,0.0,75,2017,8,4,4,216,14,0,False,True,False,False,False,False,False,False,False,5563
270.19,0.0,0.0,75,2014,4,18,4,108,7,0,False,True,False,False,False,False,False,False,False,5677
272.36,0.0,0.0,90,2018,1,22,0,22,12,0,False,False,False,False,False,True,False,False,False,3143
294.52,0.0,0.0,75,2016,7,10,6,192,1,0,False,True,False,False,False,False,False,False,False,1070
295.86,1.52,0.0,90,2015,9,17,3,260,14,0,False,False,False,False,False,False,False,False,True,5182
287.65,0.0,0.0,90,2018,5,9,2,129,11,0,False,False,True,False,False,False,False,False,False,4693
291.3,0.0,0.0,1,2015,7,15,2,196,2,0,True,False,False,False,False,False,False,False,False,356
291.87,0.0,0.0,1,2017,8,15,1,227,23,0,True,False,False,False,False,False,False,False,False,1587
295.931,0.0,0.0,92,2016,10,15,5,289,16,0,False,True,False,False,False,False,False,False,False,4372
294.19,0.0,0.0,1,2016,7,23,5,205,4,0,True,False,False,False,False,False,False,False,False,7
286.22,0.0,0.0,1,2018,5,15,1,135,3,0,False,False,False,True,False,False,False,False,False,349
277.69,0.0,0.0,1,2017,5,5,4,125,7,0,True,False,False,False,False,False,False,False,False,6153
302.07,0.0,0.0,40,2018,5,7,0,127,16,0,False,True,False,False,False,False,False,False,False,6663
282.22,0.0,0.0,90,2016,3,14,0,74,5,0,False,False,False,False,False,False,True,False,False,2776
285.42,0.0,0.0,75,2017,6,24,5,175,7,0,False,True,False,False,False,False,False,False,False,2304
294.82,0.0,0.0,90,2014,7,6,6,187,3,0,False,True,False,False,False,False,False,False,False,412
288.53,0.0,0.0,1,2013,4,29,0,119,0,0,True,False,False,False,False,False,False,False,False,578
284.37,0.0,0.0,40,2014,4,10,3,100,10,0,False,True,False,False,False,False,False,False,False,4857
288.59,0.0,0.0,0,2013,6,17,0,168,3,0,True,False,False,False,False,False,False,False,False,347
291.49,0.0,0.0,1,2018,7,18,2,199,0,0,True,False,False,False,False,False,False,False,False,657
272.68,0.0,0.0,90,2016,12,2,4,337,5,0,False,True,False,False,False,False,False,False,False,2438
274.53,0.25,0.0,90,2014,4,3,3,93,12,0,False,False,False,False,False,False,True,False,False,5062
296.86,0.0,0.0,40,2018,7,27,4,208,14,0,False,True,False,False,False,False,False,False,False,5400
274.95,0.0,0.0,90,2016,11,29,1,334,9,0,False,True,False,False,False,False,False,False,False,4877
272.95,0.0,0.0,90,2017,1,2,0,2,20,0,False,False,True,False,False,False,False,False,False,1785
301.0,0.0,0.0,1,2014,7,21,0,202,22,0,True,False,False,False,False,False,False,False,False,1777
292.59,0.0,0.0,1,2015,7,13,0,194,7,0,True,False,False,False,False,False,False,False,False,6049
275.41,0.0,0.0,75,2013,3,27,2,86,13,0,False,True,False,False,False,False,False,False,False,4930
296.65,0.0,0.0,40,2015,7,28,1,209,2,0,False,True,False,False,False,False,False,False,False,317
267.05,0.0,0.0,90,2012,11,13,1,318,0,0,False,False,False,False,False,False,False,True,False,905
269.13,0.0,0.0,1,2013,2,9,5,40,16,0,True,False,False,False,False,False,False,False,False,4880
293.36,0.0,0.0,1,2015,7,25,5,206,7,0,False,False,False,False,False,True,False,False,False,190
290.07,0.0,0.0,48,2014,7,1,1,182,19,0,False,False,False,False,False,False,True,False,False,3389
284.16,0.0,0.0,40,2015,10,4,6,277,11,0,False,True,False,False,False,False,False,False,False,4416
289.5,0.0,0.0,1,2016,7,9,5,191,2,0,False,False,False,True,False,False,False,False,False,678
286.583,0.0,0.0,68,2014,5,12,0,132,20,0,False,True,False,False,False,False,False,False,False,2690
248.15,0.0,0.0,1,2014,1,8,2,8,23,0,True,False,False,False,False,False,False,False,False,959
274.09,0.0,0.0,90,2017,4,27,3,117,17,0,False,True,False,False,False,False,False,False,False,6557
288.62,0.25,0.0,1,2014,6,6,4,157,3,0,False,False,False,False,False,False,True,False,False,417
291.02,0.3,0.0,1,2015,6,29,0,180,7,0,False,False,False,False,False,True,False,False,False,5889
287.11,0.0,0.0,1,2016,6,24,4,176,6,0,False,False,False,True,False,False,False,False,False,5395
289.75,0.0,0.0,1,2018,8,8,2,220,4,0,False,False,False,False,False,True,False,False,False,912
253.4,0.0,0.0,1,2014,2,9,6,40,8,0,True,False,False,False,False,False,False,False,False,1653
261.59,0.0,0.0,64,2013,12,8,6,342,16,0,False,False,False,False,False,False,False,True,False,3363
270.75,0.0,0.0,1,2017,12,1,4,335,4,0,True,False,False,False,False,False,False,False,False,830
261.59,0.0,0.0,40,2017,1,3,1,3,14,0,False,False,False,False,True,False,False,False,False,4863
271.08,0.0,0.0,20,2018,1,27,5,27,11,0,False,True,False,False,False,False,False,False,False,4896
300.59,0.0,0.0,1,2015,8,12,2,224,13,0,True,False,False,False,False,False,False,False,False,5088
305.56,0.0,0.0,0,2016,6,11,5,163,15,0,True,False,False,False,False,False,False,False,False,4380
269.15,0.0,0.0,90,2017,12,13,2,347,14,0,False,True,False,False,False,False,False,False,False,5049
298.08,0.0,0.0,0,2013,8,2,4,214,19,0,True,False,False,False,False,False,False,False,False,3793
258.22,0.0,0.0,20,2013,1,14,0,14,21,0,False,True,False,False,False,False,False,False,False,2065
288.62,0.25,0.0,90,2014,5,8,3,128,11,0,False,False,False,False,False,False,True,False,False,4979
269.95,0.0,0.0,90,2013,2,12,1,43,13,0,False,True,False,False,False,False,False,False,False,4834
273.59,0.0,0.0,90,2013,2,11,0,42,17,0,False,False,False,False,False,False,True,False,False,5789
290.83,0.0,0.0,90,2015,9,24,3,267,9,0,False,False,True,False,False,False,False,False,False,5217
301.221,0.0,0.0,12,2015,6,24,2,175,16,0,False,True,False,False,False,False,False,False,False,6393
293.53,0.0,0.0,90,2016,9,7,2,251,11,0,False,False,False,False,False,False,True,False,False,4323
268.64,0.0,0.0,64,2013,12,26,3,360,13,0,False,False,False,False,False,True,False,False,False,4534
274.02,0.0,0.0,90,2016,11,23,2,328,4,0,False,False,False,False,False,False,False,True,False,867
272.21,0.0,0.0,90,2018,3,20,1,79,14,0,False,False,False,False,False,True,False,False,False,4958
276.54200000000003,0.0,0.0,0,2016,4,22,4,113,4,0,True,False,False,False,False,False,False,False,False,921
282.76,0.0,0.0,90,2018,9,30,6,273,20,0,False,True,False,False,False,False,False,False,False,2781
287.72,0.0,0.0,90,2015,10,8,3,281,14,0,False,True,False,False,False,False,False,False,False,5335
294.78,0.69,0.0,90,2018,9,4,1,247,10,0,False,False,False,False,False,False,True,False,False,4403
297.15,0.0,0.0,1,2014,7,12,5,193,19,0,True,False,False,False,False,False,False,False,False,3323
284.78,0.25,0.0,40,2018,8,29,2,241,4,0,False,False,False,False,False,False,True,False,False,981
292.57,0.0,0.0,90,2013,5,21,1,141,21,0,False,False,False,False,False,False,True,False,False,2682
289.7,0.0,0.0,40,2014,7,23,2,204,7,0,False,True,False,False,False,False,False,False,False,6511
281.85,0.0,0.0,40,2012,10,23,1,297,7,0,False,True,False,False,False,False,False,False,False,6083
290.02,0.0,0.0,90,2018,5,14,0,134,20,0,False,False,True,False,False,False,False,False,False,2681
298.08,0.0,0.0,1,2017,9,21,3,264,14,0,True,False,False,False,False,False,False,False,False,4926
295.66,0.0,0.0,12,2016,8,18,3,231,19,0,False,True,False,False,False,False,False,False,False,3093
286.86,0.0,0.0,40,2015,10,4,6,277,14,0,False,True,False,False,False,False,False,False,False,5706
285.75,0.0,0.0,90,2017,9,18,0,261,8,0,False,False,False,False,False,False,True,False,False,5641
270.78,0.0,0.0,90,2017,3,9,3,68,15,0,False,True,False,False,False,False,False,False,False,5929
292.84,0.0,0.0,1,2016,11,5,5,310,18,0,True,False,False,False,False,False,False,False,False,4184
280.64,0.0,0.0,76,2014,5,15,3,135,20,0,False,True,False,False,False,False,False,False,False,3349
269.65,0.0,0.0,1,2018,3,30,4,89,4,0,True,False,False,False,False,False,False,False,False,749
290.4,0.76,0.0,90,2015,8,18,1,230,22,0,False,False,False,False,False,True,False,False,False,1820
279.55,0.0,0.0,90,2017,11,14,1,318,22,0,False,False,False,False,False,False,True,False,False,2381
272.589,0.0,0.0,0,2017,2,17,4,48,1,0,True,False,False,False,False,False,False,False,False,402
301.65,0.0,0.0,40,2018,9,13,3,256,15,0,False,True,False,False,False,False,False,False,False,5617
265.41,0.0,0.0,1,2013,4,3,2,93,7,0,True,False,False,False,False,False,False,False,False,6596
266.61,0.0,0.0,75,2014,1,29,2,29,13,0,False,True,False,False,False,False,False,False,False,4750
276.31,0.0,0.0,90,2013,1,12,5,12,19,0,False,False,True,False,False,False,False,False,False,2627
282.22,0.0,0.0,90,2017,5,21,6,141,0,0,False,False,False,False,False,False,True,False,False,1299
287.09,0.0,0.0,90,2012,10,16,1,290,23,0,False,True,False,False,False,False,False,False,False,1093
275.96,0.0,0.0,1,2013,4,7,6,97,3,0,True,False,False,False,False,False,False,False,False,312
269.19,0.0,0.0,90,2013,2,10,6,41,2,0,False,True,False,False,False,False,False,False,False,605
264.91,0.0,0.0,1,2015,12,27,6,361,6,0,True,False,False,False,False,False,False,False,False,712
289.66,0.0,0.0,75,2015,8,21,4,233,8,0,False,True,False,False,False,False,False,False,False,5289
264.41,0.0,0.0,40,2013,2,18,0,49,9,0,False,True,False,False,False,False,False,False,False,4103
291.72,0.0,0.0,1,2017,8,18,4,230,10,0,False,False,True,False,False,False,False,False,False,4562
295.99,0.0,0.0,1,2016,9,3,5,247,18,0,True,False,False,False,False,False,False,False,False,3248
292.68,0.78,0.0,90,2015,7,16,3,197,17,0,False,False,False,False,False,False,True,False,False,6092
268.93,0.0,0.0,40,2013,2,15,4,46,8,0,False,False,False,False,False,True,False,False,False,5744
255.84,0.0,0.0,1,2017,1,12,3,12,20,0,True,False,False,False,False,False,False,False,False,2867
295.19,0.0,0.0,1,2014,5,18,6,138,15,0,True,False,False,False,False,False,False,False,False,4786
271.65,0.0,0.0,20,2012,12,3,0,338,4,0,False,False,False,False,False,True,False,False,False,802
278.0,0.0,0.0,1,2014,5,10,5,130,5,0,True,False,False,False,False,False,False,False,False,755
277.69,0.0,0.0,1,2014,4,22,1,112,4,0,True,False,False,False,False,False,False,False,False,815
274.34,0.0,0.0,1,2016,11,21,0,326,12,0,True,False,False,False,False,False,False,False,False,4331
274.67,0.0,0.0,90,2013,1,12,5,12,1,0,False,False,False,False,False,False,True,False,False,682
291.92,0.51,0.0,90,2015,9,23,2,266,20,0,False,False,False,False,False,False,True,False,False,2853
266.75,0.0,0.0,1,2018,2,14,2,45,2,0,False,False,False,False,False,True,False,False,False,283
262.33,0.0,0.0,1,2012,11,25,6,330,1,0,True,False,False,False,False,False,False,False,False,689
260.86,0.0,0.0,5,2017,12,23,5,357,8,0,True,False,False,False,False,False,False,False,False,2008
279.48,0.0,0.0,90,2017,4,30,6,120,12,0,False,False,False,False,False,False,True,False,False,4119
287.49,0.0,0.0,40,2015,8,27,3,239,3,0,False,True,False,False,False,False,False,False,False,376
293.15,0.0,0.0,90,2017,6,23,4,174,19,0,False,False,False,False,False,False,True,False,False,3857
271.6,0.0,0.0,90,2012,12,20,3,355,16,0,False,False,False,False,False,True,False,False,False,6333
291.41,0.0,0.0,90,2017,6,12,0,163,3,0,False,False,False,True,False,False,False,False,False,320
269.35,0.0,0.0,90,2018,1,25,3,25,9,0,False,False,False,False,False,True,False,False,False,5177
285.08,0.0,0.0,1,2017,6,21,2,172,4,0,False,False,False,False,False,True,False,False,False,915
279.62,0.0,0.0,1,2013,3,29,4,88,16,0,True,False,False,False,False,False,False,False,False,5998
268.49,0.0,0.0,97,2013,3,17,6,76,1,0,False,True,False,False,False,False,False,False,False,1049
271.15,0.0,0.0,1,2018,1,26,4,26,0,0,False,False,False,False,True,False,False,False,False,893
292.08,0.0,0.0,0,2014,6,23,0,174,7,0,False,False,False,False,False,True,False,False,False,6405
287.59,0.0,0.0,1,2017,8,31,3,243,2,0,True,False,False,False,False,False,False,False,False,282
266.28,0.0,0.0,90,2017,12,21,3,355,8,0,False,True,False,False,False,False,False,False,False,5310
276.83,0.0,0.0,75,2013,5,6,0,126,8,0,False,True,False,False,False,False,False,False,False,6289
294.82,0.0,0.0,20,2018,7,22,6,203,22,0,False,True,False,False,False,False,False,False,False,2224
291.57,0.0,0.0,48,2013,6,22,5,173,8,0,False,False,False,False,False,False,True,False,False,1821
275.63,0.25,0.0,64,2013,12,2,0,336,14,0,False,False,False,False,False,False,True,False,False,5252
276.82,0.0,0.0,90,2017,11,5,6,309,5,0,False,False,False,False,False,False,True,False,False,469
267.01,0.0,0.0,90,2016,1,15,4,15,14,0,False,True,False,False,False,False,False,False,False,5563
275.75,0.0,0.0,90,2017,3,25,5,84,7,0,False,True,False,False,False,False,False,False,False,1500
273.21,0.0,0.0,90,2014,4,16,2,106,5,0,False,True,False,False,False,False,False,False,False,2728
279.68,0.0,0.0,1,2015,11,10,1,314,1,0,True,False,False,False,False,False,False,False,False,317
284.88,0.0,0.0,1,2017,10,3,1,276,22,0,True,False,False,False,False,False,False,False,False,1768
285.07,0.0,0.0,90,2012,10,23,1,297,0,0,False,True,False,False,False,False,False,False,False,511
299.44,0.25,0.0,1,2018,9,2,6,245,16,0,False,False,False,False,False,False,True,False,False,4197
286.832,0.0,0.0,92,2017,2,20,0,51,12,0,False,False,False,False,False,False,True,False,False,4313
282.89,0.0,0.0,75,2016,3,31,3,91,16,0,False,False,False,False,False,False,True,False,False,6789
274.15,0.0,0.0,90,2017,10,27,4,300,16,0,False,False,False,False,False,True,False,False,False,6061
283.35,0.0,0.0,90,2017,3,5,6,64,20,0,False,True,False,False,False,False,False,False,False,3643
264.41,0.0,0.0,64,2013,12,19,3,353,15,0,False,True,False,False,False,False,False,False,False,6029
269.15,0.0,0.0,1,2018,3,12,0,71,4,0,True,False,False,False,False,False,False,False,False,851
299.41,0.0,0.0,40,2014,7,23,2,204,15,0,False,True,False,False,False,False,False,False,False,6085
295.13,0.0,0.0,75,2016,5,19,3,140,14,0,False,True,False,False,False,False,False,False,False,5375
290.86,0.0,0.0,90,2015,9,25,4,268,0,0,False,False,False,False,False,True,False,False,False,655
260.91,0.0,0.0,1,2014,3,25,1,84,8,0,True,False,False,False,False,False,False,False,False,5702
286.68,0.0,0.0,1,2018,9,10,0,253,0,0,True,False,False,False,False,False,False,False,False,534
277.22,0.0,0.0,90,2017,11,14,1,318,7,0,False,False,False,False,False,True,False,False,False,6212
271.38,0.0,0.0,90,2018,4,2,0,92,21,0,False,False,False,False,False,False,False,True,False,2702
274.04,0.0,0.0,90,2013,4,22,0,112,7,0,False,False,False,False,False,False,False,True,False,7062
296.61,0.0,0.0,75,2018,8,1,2,213,15,0,False,False,False,False,False,False,False,False,True,5655
289.25,0.0,0.0,75,2016,9,13,1,257,18,0,False,True,False,False,False,False,False,False,False,4300
297.25,0.0,0.0,75,2018,8,23,3,235,19,0,False,True,False,False,False,False,False,False,False,3519
285.82,0.0,0.0,20,2016,5,19,3,140,8,0,False,True,False,False,False,False,False,False,False,5884
251.77,0.0,0.0,1,2014,2,25,1,56,8,0,True,False,False,False,False,False,False,False,False,4490
265.7,0.0,0.0,40,2014,2,26,2,57,16,0,False,True,False,False,False,False,False,False,False,5783
292.95,0.0,0.0,40,2017,8,13,6,225,16,0,False,False,False,False,False,False,True,False,False,4457
279.72,0.0,0.0,90,2016,3,16,2,76,2,0,False,False,False,False,False,False,True,False,False,245
254.14,0.0,0.0,90,2014,3,1,5,60,5,0,False,True,False,False,False,False,False,False,False,704
281.821,0.0,0.0,12,2016,10,19,2,293,17,0,False,True,False,False,False,False,False,False,False,5674
248.61,0.0,0.0,75,2016,1,11,0,11,8,0,False,False,False,False,False,False,False,True,False,5494
281.09,0.0,0.0,1,2017,5,18,3,138,23,0,True,False,False,False,False,False,False,False,False,1365
266.19,0.0,0.0,1,2013,3,14,3,73,1,0,True,False,False,False,False,False,False,False,False,331
302.29,0.0,0.0,0,2013,8,20,1,232,17,0,True,False,False,False,False,False,False,False,False,6230
278.01,0.0,0.0,90,2017,11,4,5,308,21,0,False,False,True,False,False,False,False,False,False,3515
286.18,0.0,0.0,1,2016,6,29,2,181,3,0,True,False,False,False,False,False,False,False,False,358
291.89,0.0,0.0,1,2017,7,17,0,198,4,0,True,False,False,False,False,False,False,False,False,842
271.28,0.0,0.0,90,2013,3,1,4,60,2,0,False,True,False,False,False,False,False,False,False,345
299.83,0.0,0.0,76,2013,6,24,0,175,19,0,False,True,False,False,False,False,False,False,False,3277
273.08,0.0,0.0,90,2017,1,24,1,24,8,0,False,True,False,False,False,False,False,False,False,5606
307.87,0.0,0.0,75,2018,5,28,0,148,17,0,False,False,False,False,False,False,False,False,True,3822
271.88,0.0,0.0,90,2017,1,25,2,25,15,0,False,True,False,False,False,False,False,False,False,5381
303.15,0.0,0.0,1,2018,8,12,6,224,15,0,True,False,False,False,False,False,False,False,False,4351
293.57,1.78,0.0,44,2014,6,1,6,152,11,0,False,False,False,False,False,False,True,False,False,4041
297.888,0.0,0.0,0,2016,7,19,1,201,12,0,True,False,False,False,False,False,False,False,False,4141
286.16,0.0,0.0,40,2018,9,27,3,270,2,0,False,True,False,False,False,False,False,False,False,312
280.44,0.0,0.0,87,2012,10,19,4,293,2,0,False,False,False,False,False,True,False,False,False,353
266.08,0.0,0.0,5,2018,2,28,2,59,8,0,False,False,False,False,False,True,False,False,False,6007
269.35,0.0,0.0,40,2018,1,23,1,23,17,0,False,False,False,False,True,False,False,False,False,4650
275.21,0.0,0.0,90,2014,4,13,6,103,22,0,False,True,False,False,False,False,False,False,False,2427
276.34,0.0,0.0,1,2017,3,29,2,88,4,0,True,False,False,False,False,False,False,False,False,850
293.22,0.0,0.0,1,2018,7,22,6,203,1,0,True,False,False,False,False,False,False,False,False,969
260.2,0.0,0.0,75,2014,2,24,0,55,12,0,False,True,False,False,False,False,False,False,False,4500
285.35,0.25,0.0,1,2018,8,30,3,242,2,0,False,False,False,False,False,False,True,False,False,326
287.0,1.83,0.0,90,2014,5,8,3,128,22,0,False,False,False,False,False,False,True,False,False,1924
283.29,0.0,0.0,75,2016,11,14,0,319,15,0,False,True,False,False,False,False,False,False,False,5303
294.95,0.0,0.0,75,2018,5,24,3,144,21,0,False,False,False,False,False,False,False,False,True,2626
279.95,0.25,0.0,20,2013,10,16,2,289,8,0,False,False,False,False,False,False,True,False,False,5995
288.01,0.0,0.0,20,2016,6,3,4,155,1,0,False,True,False,False,False,False,False,False,False,596
264.41,0.0,0.0,90,2016,2,8,0,39,16,0,False,False,False,False,True,False,False,False,False,6301
275.02,0.0,0.0,90,2016,11,29,1,334,7,0,False,False,False,False,False,False,True,False,False,6314
291.15,0.0,0.0,1,2015,10,19,0,292,11,0,True,False,False,False,False,False,False,False,False,4441
295.85,0.0,0.0,24,2013,8,30,4,242,1,0,False,True,False,False,False,False,False,False,False,458
294.89,0.0,0.0,90,2016,4,18,0,109,17,0,False,True,False,False,False,False,False,False,False,6456
299.86,0.0,0.0,75,2016,7,10,6,192,18,0,False,True,False,False,False,False,False,False,False,3736
250.15,0.0,0.0,1,2018,2,6,1,37,6,0,True,False,False,False,False,False,False,False,False,5434
282.51,0.0,0.0,75,2017,10,9,0,282,17,0,False,False,False,False,False,False,True,False,False,5869
266.43,0.0,0.0,90,2018,2,20,1,51,0,0,False,False,False,False,False,True,False,False,False,434
288.13,0.0,0.0,92,2016,9,23,4,267,0,0,False,False,False,False,False,False,True,False,False,624
289.68,0.0,0.0,5,2018,4,26,3,116,14,0,True,False,False,False,False,False,False,False,False,5661
293.05,0.0,0.0,92,2013,7,23,1,204,3,0,False,False,False,False,False,False,True,False,False,344
296.71,8.4,0.0,90,2015,9,6,6,249,7,0,False,False,False,False,False,False,True,False,False,1290
299.46,0.0,0.0,40,2017,9,23,5,266,11,0,False,True,False,False,False,False,False,False,False,5116
296.36,0.0,0.0,32,2013,7,21,6,202,12,0,False,True,False,False,False,False,False,False,False,4505
273.59,0.0,0.0,90,2016,11,18,4,323,18,0,False,False,False,False,False,False,False,True,False,3486
274.48,0.0,0.0,90,2016,3,5,5,65,1,0,False,False,False,False,False,False,True,False,False,710
288.54,0.0,0.0,90,2017,4,25,1,115,15,0,False,False,False,False,True,False,False,False,False,5648
275.86,0.0,0.0,90,2015,10,28,2,301,15,0,False,False,False,False,False,True,False,False,False,5691
251.76,0.0,0.0,75,2014,1,3,4,3,4,0,False,True,False,False,False,False,False,False,False,689
296.09,0.0,0.0,8,2013,9,9,0,252,12,0,False,False,False,False,False,True,False,False,False,4865
274.35,0.0,0.0,90,2017,2,26,6,57,12,0,False,True,False,False,False,False,False,False,False,4475
295.34,0.0,0.0,12,2013,7,29,0,210,17,0,False,True,False,False,False,False,False,False,False,5905
274.35,0.0,0.0,90,2017,1,31,1,31,19,0,False,True,False,False,False,False,False,False,False,3119
274.95,0.0,0.0,90,2017,4,27,3,117,0,0,False,False,False,False,False,True,False,False,False,590
259.98,0.0,0.0,90,2013,1,24,3,24,7,0,False,False,False,False,False,False,False,True,False,6870
285.36,0.0,0.0,90,2016,11,17,3,322,16,0,False,True,False,False,False,False,False,False,False,6432
297.02,0.0,0.0,20,2016,6,18,5,170,22,0,False,True,False,False,False,False,False,False,False,3397
297.28,0.25,0.0,20,2018,8,30,3,242,16,0,False,False,False,False,False,False,True,False,False,6453
276.01,0.0,0.0,75,2014,3,14,4,73,7,0,False,True,False,False,False,False,False,False,False,6085
291.98,0.0,0.0,1,2018,5,2,2,122,18,0,True,False,False,False,False,False,False,False,False,4763
285.62,0.0,0.0,90,2015,10,9,4,282,13,0,False,True,False,False,False,False,False,False,False,5109
261.02,0.0,0.0,90,2013,2,19,1,50,21,0,False,False,False,False,False,True,False,False,False,2343
268.89,0.0,0.0,90,2012,12,17,0,352,10,0,False,False,False,False,False,True,False,False,False,4384
282.23,0.0,0.0,1,2018,4,20,4,110,15,0,True,False,False,False,False,False,False,False,False,6383
298.15,0.0,0.0,0,2013,6,14,4,165,17,0,True,False,False,False,False,False,False,False,False,5508
296.89,1.78,0.0,40,2018,8,26,6,238,23,0,False,False,False,False,False,False,True,False,False,1208
289.5,0.0,0.0,0,2016,8,17,2,230,5,0,True,False,False,False,False,False,False,False,False,2841
269.42,0.0,0.0,90,2017,2,24,4,55,9,0,False,False,False,False,False,False,False,True,False,4722
301.79,0.0,0.0,20,2013,9,4,2,247,15,0,False,True,False,False,False,False,False,False,False,5921
299.65,0.0,0.0,1,2015,8,13,3,225,18,0,True,False,False,False,False,False,False,False,False,4518
